Epoch,Learning rate,Training loss,Training avg_loss,Training accuracy,Training precission,Training recall,Training specificity,Training F1,Training tp,Training fn,Training fp,Training tn,Validation loss,Validation avg_loss,Validation accuracy,Validation precission,Validation recall,Validation specificity,Validation F1,Validation tp,Validation fn,Validation fp,Validation tn
44,2.5e-05,309.82188418507576,0.01339191200281287,0.9842662632375189,0.9775929383805806,0.9913926665519022,0.9770773638968482,0.9844444444444445,11518.0,100.0,264.0,11253.0,3103.8496538780128,0.018808360271946753,0.9591092258748675,0.8489589101783144,0.9595355823996996,0.9590068459694449,0.9008667548112238,30661.0,1293.0,5455.0,127616.0
45,2.5e-05,305.5757089853287,0.013208372984021123,0.9848281824076075,0.9777269647696477,0.9924353133327602,0.9771344114067119,0.9850262360820785,11545.0,88.0,263.0,11239.0,3340.2977760748818,0.02024116210316547,0.9510437812452659,0.8152814092913927,0.966044939600676,0.9474415913309436,0.8842831975020412,30869.0,1085.0,6994.0,126077.0
46,2.5e-05,305.44074726104736,0.013202539324013286,0.9857358979900583,0.9790209790209791,0.9927360774818402,0.9787399533316049,0.9858308286818377,11480.0,84.0,246.0,11325.0,3508.1858828095483,0.021258511636476584,0.9460990758975912,0.7984365697719567,0.9653251549101833,0.9414823665561993,0.8739852947426581,30846.0,1108.0,7787.0,125284.0
47,2.5e-05,299.17557883262634,0.012931730228339154,0.9857791225416036,0.9787562103820455,0.9929608064656296,0.978672170622635,0.9858073422199214,11426.0,81.0,248.0,11380.0,3268.0597848188045,0.01980342241974734,0.9515709740948342,0.8163717982571956,0.9675158039682042,0.9477421827445499,0.8855407882676444,30916.0,1038.0,6954.0,126117.0
48,2.5e-05,293.5142997801304,0.012687023980122341,0.9862113680570564,0.9805741791301358,0.9919137466307277,0.9805741791301358,0.9862113680570563,11408.0,93.0,226.0,11408.0,3642.387876474216,0.022071733837141134,0.936967126193001,0.7650792088950114,0.9733366714652313,0.9282338000015029,0.8567336032834751,31102.0,852.0,9550.0,123521.0
49,2.5e-05,300.0129665136337,0.01296792593532024,0.9854333261292414,0.9793234708884851,0.9914170607812226,0.9796022872748997,0.9853331592462027,11320.0,98.0,239.0,11478.0,2924.232788911524,0.01771993812399045,0.9607877594303893,0.8545707527480173,0.961037741753771,0.9607277318123408,0.9046826437272607,30709.0,1245.0,5226.0,127845.0
50,2.5e-05,297.1377344876528,0.012843645320408593,0.9857358979900583,0.9797285835453774,0.9921834736299605,0.9792047333159314,0.9859166951177877,11551.0,91.0,239.0,11254.0,3493.9644676719327,0.02117233429887552,0.9469413725193152,0.8000413885870971,0.9678913438067221,0.9419107093205883,0.8759984138673312,30928.0,1026.0,7730.0,125341.0
51,2.5e-05,292.5965433418751,0.012647354369650966,0.9871190836395073,0.9813897899948779,0.9930891499654457,0.9811402370447271,0.9872048089308715,11496.0,80.0,218.0,11341.0,2895.6530972603623,0.01754675411156105,0.9617148916830783,0.85538427414883,0.9655129248294423,0.9608028796657423,0.907118285260651,30852.0,1102.0,5216.0,127855.0
52,2.5e-05,299.87656086683273,0.012962029862409023,0.9865139399178734,0.9811192379656404,0.9922587304317908,0.9807107481101747,0.9866575436195688,11536.0,90.0,222.0,11287.0,3234.1988667243313,0.01959823582320455,0.9540433267686714,0.8259415792852557,0.9662952994930212,0.9511012917916,0.8906227465459056,30877.0,1077.0,6507.0,126564.0
53,2.5e-05,286.48290222883224,0.012383094974230915,0.9887616165982278,0.9843482723229559,0.9933540479889522,0.9841544722486796,0.988830655554601,11509.0,77.0,183.0,11366.0,2904.1686603111775,0.017598355766163778,0.9616179366762612,0.8577612690610512,0.9611629216999437,0.9617271982625817,0.9065230224321132,30713.0,1241.0,5093.0,127978.0
54,2.5e-05,290.57408541440964,0.012559934532717079,0.9869894099848714,0.9810506725319347,0.9934041459653932,0.9804554576389495,0.9871887635667163,11597.0,77.0,224.0,11237.0,2988.531353641856,0.01810956736035059,0.9596303590365096,0.8439403829416884,0.9710834324341241,0.9568801617181805,0.9030587002706557,31030.0,924.0,5738.0,127333.0
55,2.5e-05,292.8154189288616,0.012656815168742667,0.9868597363302356,0.9812150956168556,0.9929782497002911,0.980623199790521,0.9870616275110657,11596.0,82.0,222.0,11235.0,3154.257961596303,0.01911381888560099,0.9556370246932283,0.8332837234474361,0.9636978156099393,0.9537014075192942,0.8937584350375132,30794.0,1160.0,6161.0,126910.0
56,2.5e-05,283.73936209082603,0.012264506682119128,0.9885022692889561,0.9835786607674636,0.9937247485601307,0.9832203095113893,0.9886256734798597,11560.0,73.0,193.0,11309.0,3470.2861230719145,0.021028850919993423,0.9446811089228905,0.7925156990900936,0.9676409839143769,0.939167812671431,0.8713663712325099,30920.0,1034.0,8095.0,124976.0
57,2.5e-05,282.10598611831665,0.012193904738202579,0.9881564728765939,0.9836877615509437,0.992845444358245,0.9834402635685798,0.9882453882453882,11518.0,83.0,191.0,11343.0,2884.7061570944666,0.01748041907041034,0.9631692167853355,0.8576008844665561,0.9710208424610377,0.9612838259275124,0.9107934364634397,31028.0,926.0,5152.0,127919.0
58,2.5e-05,286.8552448749542,0.012399189318130721,0.988026799221958,0.9836220202366661,0.9925586224798824,0.9835031957160131,0.9880701149920323,11471.0,86.0,191.0,11387.0,3296.359202415171,0.019974908058870904,0.9511589153158613,0.8162924917928625,0.9649183200851223,0.9478549045246523,0.8844046697071394,30833.0,1121.0,6939.0,126132.0
59,2.5e-05,272.50093200802803,0.011778730581717226,0.9889777393559542,0.9852373186850915,0.9928213111918354,0.9851378207897693,0.9890147762029896,11479.0,83.0,172.0,11401.0,3033.8805737456973,0.01838436948187061,0.9607514013028329,0.8435502575581866,0.9788445890968267,0.9564067302417506,0.9061753074616488,31278.0,676.0,5801.0,127270.0
60,1.25e-05,278.09550654888153,0.012020553557332246,0.989582883077588,0.985630700395801,0.993581403417469,0.9856108909184904,0.9895900825018359,11455.0,74.0,167.0,11439.0,2836.5184578915487,0.01718841665136524,0.9634419027420088,0.8576198228525703,0.972679476747825,0.9612237076447911,0.9115331035999708,31081.0,873.0,5160.0,127911.0
61,1.25e-05,273.9487452805042,0.01184131166114131,0.9898422303868597,0.9866723622383596,0.9932060543515652,0.986443034674546,0.989928427548965,11549.0,79.0,156.0,11351.0,2769.001782639949,0.01677928666953461,0.9649507650356006,0.8664650198846132,0.9682042936721538,0.9641695034981326,0.914513745196571,30938.0,1016.0,4768.0,128303.0
62,1.25e-05,267.92896005511284,0.01158110914437488,0.9896261076291334,0.9859717735079068,0.9935743660041124,0.9856058623397016,0.9897584705982759,11597.0,75.0,165.0,11298.0,2842.8687184615324,0.01722689724866858,0.9634903802454173,0.8591373722263774,0.9705827126494335,0.9617873165453029,0.911466063215435,31014.0,940.0,5085.0,127986.0
63,1.25e-05,266.41336557269096,0.011515598252547696,0.9910525178301275,0.9885542168674699,0.993599169622005,0.9885087264558493,0.9910702730684613,11487.0,74.0,133.0,11441.0,3012.3324994604372,0.01825379487629412,0.9592122405696106,0.8431607303202634,0.9697377480127684,0.9566847772993364,0.9020304199112146,30987.0,967.0,5764.0,127307.0
64,1.25e-05,266.5198308825493,0.011520200167821452,0.9897557812837692,0.9854368932038835,0.994328435163702,0.9851278483214472,0.9898626972924419,11571.0,66.0,171.0,11327.0,3076.846784955178,0.01864473131316575,0.9572246629298591,0.8366645930814378,0.9680791137259811,0.9546182113307934,0.897587302508451,30934.0,1020.0,6039.0,127032.0
65,1.25e-05,271.45551612973213,0.011733542949199573,0.9907931705208558,0.9875490363295242,0.9942474456941701,0.987291086350975,0.9908869208060582,11580.0,67.0,146.0,11342.0,3138.724691989283,0.019019692119310913,0.9562187547341312,0.8290969098506827,0.9748388308193028,0.9517475633308534,0.8960805465659836,31150.0,804.0,6421.0,126650.0
66,1.25e-05,270.05441442131996,0.011672980956184135,0.9910092932785822,0.9872402793344254,0.9947875944748501,0.9872677219545767,0.9909995672868886,11451.0,60.0,148.0,11476.0,2773.626378294829,0.01680731027598745,0.9656961066505075,0.8669029611230499,0.972084872003505,0.9641619887127925,0.9164859482186325,31062.0,892.0,4769.0,128302.0
67,1.25e-05,261.3981233239174,0.011298816655453528,0.9918737843094878,0.9880647911338448,0.995875579996563,0.9878229103244325,0.9919548099965765,11590.0,48.0,140.0,11357.0,3076.3831278415573,0.018641921695752506,0.9565883956976216,0.8355441256090959,0.9659197596545034,0.9543476790585477,0.8960141666908584,30865.0,1089.0,6075.0,126996.0
68,1.25e-05,274.2078580856323,0.011852511695942612,0.9892803112167712,0.9860764933390632,0.992559910026819,0.9860055286800277,0.9893075795464344,11473.0,86.0,162.0,11414.0,3212.222359009303,0.01946506504474657,0.9536736858051811,0.8251344193884921,0.9653251549101833,0.9508758482313953,0.8897414079063126,30846.0,1108.0,6537.0,126534.0
69,1.25e-05,268.1650156378746,0.011591312541079516,0.9900151285930409,0.9859118632419895,0.9941961191961192,0.9858510913639893,0.9900366616346775,11477.0,67.0,164.0,11427.0,2957.083484879344,0.017919003089709704,0.9600605968792607,0.8437932062786347,0.9740564561557239,0.9566998068700168,0.9042576371638994,31125.0,829.0,5762.0,127309.0
70,1.25e-05,260.58705358207226,0.011263758529590329,0.9917441106548519,0.9886295115858386,0.9948855755894591,0.9886197085955686,0.9917476776841649,11477.0,59.0,132.0,11467.0,2969.84439355488,0.017996330213936554,0.9602726859566733,0.845776833850678,0.972084872003505,0.9574362558333521,0.9045428072218987,31062.0,892.0,5664.0,127407.0
71,1.25e-05,255.53254333138466,0.011045279590723349,0.991138966933218,0.9880658085414713,0.994423472889499,0.9878038156633853,0.9912344464873647,11591.0,65.0,140.0,11339.0,3250.5679223067523,0.019697427191678548,0.9515527950310559,0.8148605671932084,0.9702384677974588,0.9470658520639358,0.8857873458950586,31003.0,951.0,7044.0,126027.0
72,1.25e-05,258.970251172781,0.011193872970511389,0.9910957423816728,0.9880550506361984,0.9940782025603065,0.9881565396498455,0.9910574752561209,11415.0,68.0,138.0,11514.0,2700.684004385685,0.016365302253511196,0.9646841387668535,0.8709182804247828,0.9598798272516743,0.9658377858436473,0.9132376585482045,30672.0,1282.0,4546.0,128525.0
73,1.25e-05,257.6980082988739,0.01113888084283008,0.9917441106548519,0.9884592197054517,0.995058089127796,0.988449271614516,0.9917476776841649,11477.0,57.0,134.0,11467.0,3136.9332070834616,0.019008836279857364,0.9544493258597182,0.8242443542180824,0.9720222820304187,0.9502295766921418,0.8920545112512027,31060.0,894.0,6623.0,126448.0
74,1.25e-05,260.72579607367516,0.01126975561157014,0.9905338232115842,0.9875739137886709,0.9936195895844111,0.9874317413539049,0.9905875273993209,11524.0,74.0,145.0,11392.0,2776.290747446202,0.016823455521564626,0.965405241630056,0.8653562379931509,0.972679476747825,0.9636584980950019,0.9158845456822501,31081.0,873.0,4836.0,128235.0
75,1.25e-05,261.1873968243599,0.01128970809701145,0.9913983142424897,0.9882077516691233,0.9945026178010471,0.9883511777301928,0.991345192014961,11397.0,63.0,136.0,11539.0,2845.680565780738,0.017243936165918728,0.9611634600818058,0.8512692170182338,0.968673718470301,0.9593600408804323,0.9061845861084681,30953.0,1001.0,5408.0,127663.0
76,1.25e-05,261.08681669831276,0.011285360566168695,0.9908796196239464,0.9878080192324203,0.9940383618455159,0.9877173254908745,0.9909133973558417,11505.0,69.0,142.0,11419.0,2840.443165311174,0.01721219915352931,0.9636782305711256,0.8571428571428571,0.9749014207923891,0.9609832345139061,0.9122375472195379,31152.0,802.0,5192.0,127879.0
77,1.25e-05,251.9626323580742,0.010890971789845437,0.9924357034795764,0.9897075220859421,0.9952561669829222,0.9896022874967507,0.9924740893648132,11539.0,55.0,120.0,11421.0,2880.4433617679488,0.017454587861038925,0.961520981669444,0.8520708431879435,0.9696125680665957,0.9595779696552968,0.9070495930675098,30983.0,971.0,5379.0,127692.0
78,1.25e-05,269.71461859345436,0.011658293433907688,0.9908796196239464,0.9880188275566966,0.993887741046832,0.987846167202014,0.99094459465259,11545.0,71.0,140.0,11379.0,3353.8804362577953,0.020323468785079808,0.9468444175124981,0.7965511948012076,0.9743381110346122,0.9402424269750734,0.8765202702702704,31134.0,820.0,7952.0,125119.0
79,1.25e-05,264.33518278598785,0.011425769733563339,0.9908363950724012,0.9879195789110363,0.9937505424876313,0.9879455829171689,0.9908264820424059,11449.0,72.0,140.0,11474.0,2885.228213915535,0.017483582571825692,0.9596121799727314,0.8438528268022734,0.9711147274206672,0.9568501025768199,0.9030221019395579,31031.0,923.0,5742.0,127329.0
80,6.25e-06,258.62186056375504,0.011178813942673655,0.9921331316187595,0.9893680871130927,0.9949987065620419,0.9892529034494714,0.9921754084264833,11539.0,58.0,124.0,11414.0,2850.0541712374416,0.017270438850098116,0.9608604756855021,0.8485876015204135,0.9711460224072104,0.9583906335715521,0.9057396786480453,31032.0,922.0,5537.0,127534.0
81,6.25e-06,256.1468215584755,0.011071831491613377,0.9913983142424897,0.9877480586712684,0.995045632333768,0.9877901977644024,0.9913834163238796,11448.0,57.0,142.0,11488.0,2713.3784062117056,0.016442226366985037,0.9648356309650054,0.8654722307627806,0.9690179633222757,0.9638313381578255,0.9143228359244658,30964.0,990.0,4813.0,128258.0
