Epoch,Learning rate,Training loss,Training avg_loss,Training accuracy,Training precission,Training recall,Training specificity,Training F1,Training tp,Training fn,Training fp,Training tn,Validation loss,Validation avg_loss,Validation accuracy,Validation precission,Validation recall,Validation specificity,Validation F1,Validation tp,Validation fn,Validation fp,Validation tn
28,2.5e-05,71.9737349897623,0.003111032417971139,0.9993948562783661,0.9997391757955139,0.9990443092962641,0.9997419354838709,0.9993916217625587,11499.0,11.0,3.0,11622.0,738.7652011638124,0.004476686569694364,0.9878382063323738,0.9704948939512962,0.9665769543719096,0.9929436165655928,0.9685319619310431,30886.0,1068.0,939.0,132132.0
29,2.5e-05,71.62889495491982,0.0030961268621102146,0.9993084071752756,0.9999143175391997,0.9987163029525032,0.9999126637554585,0.9993149511902724,11670.0,15.0,1.0,11449.0,860.1578316561028,0.005212288027002592,0.9909407665505227,0.9801683639688495,0.9728985416536271,0.9952732000210414,0.9765199227277724,31088.0,866.0,629.0,132442.0
30,1.25e-05,75.05747247487307,0.003244325587848414,0.9989626107629134,0.9996527777777777,0.9982662968099861,0.9996551426847142,0.9989590562109645,11516.0,20.0,4.0,11595.0,871.8093405573029,0.005282892534811713,0.9882866232389032,0.9717760945406544,0.9676096889278337,0.9932517227645392,0.9696884163648054,30919.0,1035.0,898.0,132173.0
31,1.25e-05,57.99546059221029,0.0025068277757601164,0.9997838772422736,1.0,0.9995692254673904,1.0,0.9997845663320264,11602.0,5.0,0.0,11528.0,616.8756843411362,0.0037380741362892664,0.9928374488713831,0.9795536716120185,0.9835388370783,0.9950703008168572,0.9815422093132203,31428.0,526.0,656.0,132415.0
32,1.25e-05,61.3994039259851,0.00265396169984807,0.9995245299330019,0.9997400346620451,0.9993070593330446,0.9997411561691113,0.9995235001082955,11537.0,8.0,3.0,11587.0,673.1514511455919,0.004079087720924659,0.9921648235115892,0.97930279818665,0.9802528634912687,0.9950252121048162,0.9797776005255009,31323.0,631.0,662.0,132409.0
33,1.25e-05,61.797883838415146,0.00267118581536266,0.9996542035876378,0.9998261171970092,0.999478532939336,0.9998280161664803,0.9996522948539638,11500.0,6.0,2.0,11627.0,711.8576584559828,0.004313635258027467,0.9875655203757007,0.9718487660165372,0.9636978156099393,0.9932968114765802,0.9677561282212445,30794.0,1160.0,892.0,132179.0
34,1.25e-05,60.284666791558266,0.0026057776871216023,0.9997406526907283,1.0,0.9994782608695653,1.0,0.9997390623640949,11494.0,6.0,0.0,11635.0,817.9136076887353,0.0049563012130812625,0.990716558097258,0.9791469791469791,0.9727733617074544,0.9950252121048162,0.9759497645211931,31084.0,870.0,662.0,132409.0
35,1.25e-05,62.18962051719427,0.0026881184576267245,0.9994813053814566,0.9997393570807993,0.9992184786384161,0.9997418022205009,0.9994788499956571,11507.0,9.0,3.0,11616.0,754.1960167095956,0.004570192496346588,0.9903105590062112,0.9726279077009311,0.9774676096889279,0.9933945036860022,0.9750417531646558,31234.0,720.0,879.0,132192.0
36,1.25e-05,64.20402419939637,0.0027751901534210665,0.9992651826237303,0.9997416020671834,0.998795284398933,0.9997394476289734,0.9992682191898756,11607.0,14.0,3.0,11511.0,827.8615712993479,0.005016582768061493,0.9897227692773822,0.9780094786729858,0.9687050134568442,0.9947697094032509,0.9733350103767059,30954.0,1000.0,696.0,132375.0
37,1.25e-05,61.58625736832619,0.0026620383560979548,0.9994380808299114,0.9998250371795994,0.9990384615384615,0.9998289867464728,0.9994315945957764,11429.0,11.0,2.0,11693.0,728.0731528902666,0.0044118960938661815,0.9909347068625965,0.9786284493054246,0.9744632909807849,0.9948899459686934,0.9765414288402434,31138.0,816.0,680.0,132391.0
38,1.25e-05,60.17648134753108,0.0026011014198198,0.9996542035876378,0.9999142587670411,0.9994001199760048,0.9999127856270713,0.9996571232641865,11662.0,7.0,1.0,11465.0,1085.898744301594,0.006580207509780906,0.9876685350704438,0.9731772892614265,0.9628528509732741,0.9936274620315471,0.9679875410970756,30767.0,1187.0,848.0,132223.0
39,1.25e-05,61.94912687689066,0.0026777232278751097,0.9995677544845473,1.0,0.9991367403314917,1.0,0.9995681837809828,11574.0,10.0,0.0,11551.0,750.5278554428631,0.004547964583807684,0.9919103166186941,0.974492484115915,0.9839769668899042,0.993815331665051,0.9792117597595726,31442.0,512.0,823.0,132248.0
40,6.25e-06,59.1493611484766,0.002556704609832574,0.9997838772422736,1.0,0.9995685563896799,1.0,0.9997842316489017,11584.0,5.0,0.0,11546.0,744.5870315960383,0.004511965045272161,0.9921345250719588,0.9807728498839471,0.9785629342179383,0.9953934365864839,0.9796666457798108,31269.0,685.0,613.0,132458.0
41,6.25e-06,56.67615891993046,0.0024498015526228855,0.999697428139183,0.9999142514148517,0.999485728979172,0.999912800837112,0.9996999442753655,11661.0,6.0,1.0,11467.0,768.3112433099013,0.0046557263645502275,0.9863111649750038,0.967093465882279,0.962039181323152,0.992139534534196,0.9645597025462418,30741.0,1213.0,1046.0,132025.0
42,6.25e-06,56.892560593783855,0.0024591554179288462,0.9993948562783661,0.9998264039579897,0.9989593270314804,0.9998276456394347,0.9993926774249523,11519.0,12.0,2.0,11602.0,741.2860559460534,0.00449196216298169,0.986335403726708,0.967215177925306,0.962039181323152,0.9921695936755567,0.9646202362834775,30741.0,1213.0,1042.0,132029.0
43,6.25e-06,57.49484544247389,0.0024851889104159884,0.9995677544845473,1.0,0.9991372616685359,1.0,0.9995684446746073,11581.0,10.0,0.0,11544.0,763.6097526705782,0.004627236798488582,0.987935161339191,0.9712793733681462,0.9662640045064781,0.9931390009844369,0.9687651977472036,30876.0,1078.0,913.0,132158.0
